Gesture_Name,Is_Double_Hand,Right_Hand_Present,Right_Distance_Wrist_to_Index_Tip,Right_Distance_Wrist_to_Middle_Tip,Right_Distance_Wrist_to_Ring_Tip,Right_Distance_Wrist_to_Pinky_Tip,Right_Distance_Thumb_Tip_to_Index_Tip,Right_Distance_Index_Tip_to_Pinky_Tip,Right_Angle_Wrist_Index_Angle,Right_Angle_Wrist_Middle_Angle,Right_Angle_Wrist_Ring_Angle,Right_Angle_Wrist_Pinky_Angle,Right_Angle_Index_Middle_Ring_Angle,Right_Bounding_Box_Min_X,Right_Bounding_Box_Min_Y,Right_Bounding_Box_Max_X,Right_Bounding_Box_Max_Y,Right_Finger_Spread_Thumb_to_Index,Right_Finger_Spread_Index_to_Middle,Right_Finger_Spread_Middle_to_Ring,Right_Finger_Spread_Ring_to_Pinky,Right_Orientation_Palm_Orientation,Right_Orientation_Index_Orientation,Right_Finger_Flexion_Thumb_Flexion,Right_Finger_Flexion_Index_Flexion,Right_Finger_Flexion_Middle_Flexion,Right_Finger_Flexion_Ring_Flexion,Right_Finger_Flexion_Pinky_Flexion,Right_Tip_To_Palm_Thumb_Tip_To_Palm,Right_Tip_To_Palm_Index_Tip_To_Palm,Right_Tip_To_Palm_Middle_Tip_To_Palm,Right_Tip_To_Palm_Ring_Tip_To_Palm,Right_Tip_To_Palm_Pinky_Tip_To_Palm,Right_3D_Features_Z_Range,Right_3D_Features_Mean_Z,Right_3D_Features_Z_StdDev,Left_Hand_Present,Left_Distance_Wrist_to_Index_Tip,Left_Distance_Wrist_to_Middle_Tip,Left_Distance_Wrist_to_Ring_Tip,Left_Distance_Wrist_to_Pinky_Tip,Left_Distance_Thumb_Tip_to_Index_Tip,Left_Distance_Index_Tip_to_Pinky_Tip,Left_Angle_Wrist_Index_Angle,Left_Angle_Wrist_Middle_Angle,Left_Angle_Wrist_Ring_Angle,Left_Angle_Wrist_Pinky_Angle,Left_Angle_Index_Middle_Ring_Angle,Left_Bounding_Box_Min_X,Left_Bounding_Box_Min_Y,Left_Bounding_Box_Max_X,Left_Bounding_Box_Max_Y,Left_Finger_Spread_Thumb_to_Index,Left_Finger_Spread_Index_to_Middle,Left_Finger_Spread_Middle_to_Ring,Left_Finger_Spread_Ring_to_Pinky,Left_Orientation_Palm_Orientation,Left_Orientation_Index_Orientation,Left_Finger_Flexion_Thumb_Flexion,Left_Finger_Flexion_Index_Flexion,Left_Finger_Flexion_Middle_Flexion,Left_Finger_Flexion_Ring_Flexion,Left_Finger_Flexion_Pinky_Flexion,Left_Tip_To_Palm_Thumb_Tip_To_Palm,Left_Tip_To_Palm_Index_Tip_To_Palm,Left_Tip_To_Palm_Middle_Tip_To_Palm,Left_Tip_To_Palm_Ring_Tip_To_Palm,Left_Tip_To_Palm_Pinky_Tip_To_Palm,Left_3D_Features_Z_Range,Left_3D_Features_Mean_Z,Left_3D_Features_Z_StdDev
A,1,1,0.7779229617773666,0.630049877639741,0.5901355382914041,0.6257573902532642,0.5388673963026592,0.42574809357645965,35.51653245893554,22.019554509602195,17.917691168642495,26.495089541584523,165.60143808087358,0.5902888774871826,0.5282508134841919,0.8399845361709595,0.8318955898284912,0.5388673963026592,0.18109412135688563,0.14044656597172472,0.13062127818904706,-1.6890935355538135,-1.8262273397737807,178.71834269340965,41.305904001782935,45.86728853824757,43.893502133472595,59.71537983850297,0.8078373868739257,0.37382590380006764,0.266052848163084,0.18345380643866901,0.14199172658557233,0.2754868866066031,-0.12019735548463434,0.07639622892565465,1,0.6696028712605734,0.6134841226319185,0.6400734069012578,0.7044153895936314,0.6735153648759885,0.415238843616717,16.173825470367596,14.954503764785766,14.480747750102607,24.580803476396493,162.88059474561555,0.2897717356681824,0.5137271881103516,0.5308204889297485,0.7692849040031433,0.6735153648759885,0.11693002619832789,0.14822010151316423,0.15996151807589212,-1.5130394049178943,-1.3337267064622216,170.89443331735725,23.947291830343186,30.048269993618717,25.38223300254275,37.08250443123936,0.8889387209067147,0.31825064122037755,0.23516435603680524,0.12188609588912788,0.14244909409932252,0.3180842098829237,-0.1874399738500432,0.0814597770561873
A,1,1,0.7506312104322288,0.6291738504106299,0.6002343615784936,0.6314359626714748,0.5610414823986667,0.4128185350801014,32.502887705339084,22.946740825765445,19.413495264428903,27.350290965115786,165.12582357122486,0.5854073166847229,0.5328287482261658,0.8340902328491211,0.8305161595344543,0.5610414823986667,0.1541157476133971,0.14315738720278084,0.13603066516524095,-1.7026888316678526,-1.8422189422424486,178.78169310252554,41.6885062123311,46.326118077676085,44.61443122203712,61.99482942700076,0.7995080008810428,0.3701955326840035,0.2761436406894988,0.17766309290518367,0.136786104119312,0.2880672057034254,-0.11789643382023497,0.07774711446880128,1,0.6564523943671516,0.5903942866964423,0.6328030858187554,0.7036656971479145,0.6802102876010572,0.4148563205940925,16.100272633898808,13.055551994045326,12.926510446519345,26.148098074052932,162.27600339544605,0.28443771600723267,0.5158737301826477,0.5267578363418579,0.7687455415725708,0.6802102876010572,0.12836509045090472,0.15171926290292537,0.15103361331323817,-1.5294583528468824,-1.349455489692392,170.45418952386868,23.59746750310475,29.535792225867166,25.785050369234316,38.332184572330334,0.8920565980757621,0.3258168468728026,0.24381149820602663,0.1265489643795094,0.13783129758650356,0.3105096206219637,-0.18504547158544357,0.07898933488319597
A,1,1,0.7378407070126415,0.6088204682462535,0.5764968764819735,0.6288398152826817,0.575057282670302,0.4061185793793404,31.773870863711817,21.60960611603486,18.166337021245607,27.7686491399494,164.25034312155358,0.5839795470237732,0.5308569669723511,0.836137056350708,0.8303695321083069,0.575057282670302,0.16130664969651498,0.1372626829663159,0.1379089395541553,-1.674046200933517,-1.815992245894853,177.59231210827178,43.58980879201343,49.054246375352484,47.480162564874554,63.92203917573401,0.8107077188271022,0.374025192455722,0.2839469406420945,0.19925058120875536,0.13618342229024336,0.2806402405431335,-0.12419326586792281,0.07668668802681138,1,0.6493528043898581,0.5889661396292392,0.6326693094967333,0.6986181644156368,0.6612526166805427,0.416688245427091,16.234707006156608,13.643555330214426,13.597770505835104,24.488284697720108,160.8751116680589,0.2833915054798126,0.5149431228637695,0.5226245522499084,0.7684766054153442,0.6612526166805427,0.12020771166698563,0.1522603860622541,0.15814983814967717,-1.5247173829131315,-1.348813119806067,170.83750020293408,25.577406812090945,32.61188243507061,27.150207633884694,39.67389392938797,0.8666900728280568,0.326274029611941,0.24821435643457704,0.12647054205963024,0.14390602560649043,0.2965476840930318,-0.17253473681101897,0.07621191004781097
A,1,1,0.7525854253348078,0.6219814252012552,0.5824198782880544,0.6210799017840468,0.5361004231818703,0.40954468296843166,34.12661520273207,23.787467401156167,19.920771049076915,27.174913598637882,164.8892174597051,0.5853822827339172,0.5309984683990479,0.8294011354446411,0.8278943300247192,0.5361004231818703,0.15734507669502298,0.1387481979099382,0.14072381971053158,-1.6885907973566658,-1.8247395984899681,178.46988228219053,44.93107615916235,48.719606234445564,47.72461592832003,63.96340882375346,0.7808304361886401,0.37935114400270914,0.2914390773967219,0.20255308708830608,0.14196458747365212,0.275554307687539,-0.10783457031692019,0.07460920001370727,1,0.6524968683069384,0.594598713112122,0.632978186620756,0.6973225420556659,0.6776440899383651,0.41408574286347005,16.02114450347681,13.421414495650618,13.197082574027151,24.936705498909856,161.12406243020777,0.2801489233970642,0.5156271457672119,0.521844744682312,0.767249345779419,0.6776440899383651,0.1238769441102076,0.15054465122913607,0.15117654350522694,-1.524099458394083,-1.3431705690307585,170.39470367578633,24.127329990022258,30.549276209922166,26.26793646363704,38.733632352004165,0.8889085375540137,0.32631362827956634,0.24165764348098445,0.12583029478580227,0.14156479985665035,0.30775433451642104,-0.1824981272857431,0.07838122817835558
A,1,1,0.739930253057982,0.6156255195676376,0.5762033432952475,0.6194880806625817,0.5640549707651439,0.40125395212493986,31.602152931584914,21.99274214358091,18.1298283812668,25.855335452374767,164.97719387683745,0.5791410803794861,0.531588077545166,0.829160213470459,0.8287360668182373,0.5640549707651439,0.15408982203580143,0.13695676146805363,0.13669815398878526,-1.6859265296743597,-1.8225150250544186,176.96815017667453,43.897668135011344,48.02275494083092,46.884430356973766,63.136838901514515,0.7988576210686339,0.3669092970933742,0.28169426810904474,0.20173683790606792,0.14629243693688146,0.2791831612768291,-0.11377899860478198,0.07591931914799244,1,0.6510946931899129,0.5913447256624423,0.6281553114662191,0.6900423801823675,0.6683697389245529,0.415132607501762,16.39762322374958,13.733610172314041,13.698620659675948,23.548440394787924,161.34326067184844,0.2791426181793213,0.5150997638702393,0.5208306908607483,0.7668197154998779,0.6683697389245529,0.12225912954801223,0.14825692423171696,0.1563497076955415,-1.5259513303436514,-1.3479806355948993,169.84531624841574,25.070769771125512,31.527183264839728,27.318531087831282,40.55280843721993,0.8815944107195386,0.328513867592676,0.24699179515114986,0.13169400050427846,0.14645679273486917,0.3064251659084636,-0.17844633344785413,0.07811421339587915
A,1,1,0.7292469766231137,0.6143756241782151,0.5890160373708735,0.6321011218850492,0.543287977351414,0.3938778596192388,31.809402151014655,22.19385030461316,19.255005115916262,27.87413170365913,163.94002718039738,0.5775797367095947,0.5294821262359619,0.8215611577033997,0.8264645338058472,0.543287977351414,0.14914122233217905,0.1320231824962181,0.13604045877379292,-1.689269043556221,-1.820757508306294,176.53407523123434,47.53436960865626,51.922149404290515,49.4223145164958,64.9027270806741,0.7695383286006385,0.36894253026988777,0.28076410015187253,0.19113520338458065,0.1312809386418878,0.2897448957613237,-0.10726610101286065,0.07561468029673524,1,0.6463151030709677,0.5967725054637737,0.6365915281884293,0.7064677910031186,0.6978867121902653,0.4140769505411422,13.748032292468213,12.572435351268098,12.633148798675775,25.483013442112092,162.22481561673206,0.2751498222351074,0.5130038261413574,0.5167667269706726,0.7657803297042847,0.6978867121902653,0.11861588273821654,0.15097343555814352,0.15424347668067148,-1.5245922330403674,-1.3390110182566362,171.5029896217379,20.06508430647172,26.713336329051174,23.88696082601948,36.07766172732226,0.8947524893405047,0.3182254257952197,0.23494952134821795,0.12149169562111932,0.14538244818620324,0.31887802256367415,-0.18931901538649265,0.08014467734041478
A,1,1,0.7236104317365678,0.6019486987450468,0.5712507842874642,0.613813007430805,0.5610095907701576,0.3867036732559091,30.314882929436003,21.29924881954239,17.884324145510153,26.025822185487968,164.4040270091988,0.5745184421539307,0.529077410697937,0.8201401829719543,0.82388836145401,0.5610095907701576,0.1496413491394959,0.1327525913130968,0.1317698234412185,-1.6900350258207884,-1.8234571627964573,175.69494954081466,46.39113081969852,51.08827930641541,49.61173555803208,64.34156226190863,0.7795705897602119,0.36304040053531617,0.28683943030906467,0.20544950058434552,0.14830116490532552,0.2803117149452801,-0.10882047914183567,0.07462021874958119,1,0.6481308824022557,0.5969586930567597,0.6435773082583958,0.704070453550748,0.686289040977127,0.4163866014963615,14.834649564912239,13.225736383500267,12.994424635132019,23.890470890954283,161.5005224217522,0.2735416293144226,0.5138657093048096,0.5152308940887451,0.7657303810119629,0.686289040977127,0.11723874277888946,0.15658984353944327,0.15301235996734983,-1.527137884772778,-1.3465833352548586,170.71282148743032,22.3957493764587,29.770116377982685,25.322860488388255,38.85203586659874,0.8900490956403115,0.32050158840214243,0.23888161256122215,0.1152710427345604,0.14708918058155793,0.31978284354178044,-0.18703076003407257,0.08104418328634656
A,1,1,0.7335724703792574,0.6195207162827326,0.5748452829495442,0.6156635917357723,0.5438498848988998,0.39852363950982433,32.68375497765702,24.188359223905895,19.651588516406214,26.60615994118295,164.2571403923157,0.5738221406936646,0.5296893119812012,0.8144981861114502,0.8226502537727356,0.5438498848988998,0.14107271683685213,0.13960419484836892,0.1419267027585117,-1.6985717891698362,-1.830459998805262,176.47883505347195,47.66467180984649,50.81139469819049,49.3742283132254,64.71277889989298,0.7683015681328477,0.3759556992115593,0.2954578800139531,0.2098064863579317,0.14557137647611343,0.2883316249243478,-0.10781146436279365,0.07677802789217181,1,0.6399589611633314,0.5834257897444909,0.640066929751797,0.7179275696332876,0.707100680633515,0.42334899880804844,13.632614678586148,12.413486318286704,12.432136072651033,25.87475557661363,162.57655723634448,0.27139994502067566,0.512952446937561,0.5120951533317566,0.7649971842765808,0.707100680633515,0.11731185862562493,0.16143275645053864,0.16056596448733532,-1.5233537537544755,-1.3390738711387753,171.2572102455155,19.41766038456832,26.000530049824313,22.760600610071165,34.71763848511702,0.8991690953965551,0.3210535759192926,0.247088283684955,0.11855105925006225,0.14706250176515084,0.34080547422595525,-0.19633642459904804,0.08446612353016388
A,1,1,0.7472288963837623,0.6253464704041818,0.5827915619102838,0.6187288525038145,0.5391763352845427,0.3944635738364064,32.81822333489016,23.5174077734716,19.449588445288022,26.83233940104788,166.25682986691004,0.5719444751739502,0.5273674726486206,0.8114603161811829,0.8214160203933716,0.5391763352845427,0.14817606603491326,0.1362658431891318,0.1351643318062917,-1.7002375670775607,-1.8283612128577813,175.11491455984515,46.15040847436288,49.24403231629716,48.311595922524035,63.653328090693776,0.7712589597588443,0.36658144865284403,0.2842118269291829,0.20116077215669445,0.1438394025667568,0.2796700605887727,-0.10219769777784854,0.0753500496088848,1,0.6401592819246399,0.5848868157316534,0.640961464164484,0.705658497503557,0.6990828338895946,0.41786009433141963,13.927053423868857,12.340687775912246,12.398959965629262,24.825663953606632,161.64860267676661,0.26981714367866516,0.5129913687705994,0.5116379261016846,0.7644468545913696,0.6990828338895946,0.11900685444944056,0.1606703948790401,0.15214817747095258,-1.5236197193531693,-1.3400033171045143,170.45242291618183,20.149402644620583,26.916728169520212,22.83699133376408,34.79482646595707,0.8959979101553026,0.32133054483140056,0.24406555269653257,0.1163230698434054,0.14819366034534429,0.3334441495150025,-0.1924164504724975,0.08339964147636526
A,1,1,0.7627755575423374,0.6326599109532277,0.588388943253028,0.6213983898015167,0.5241179752199543,0.41414727065255535,36.315143019762196,25.214535488148496,20.277571975140418,27.378072033819027,165.95613287381127,0.5688130855560303,0.5298325419425964,0.8072324991226196,0.8223640322685242,0.5241179752199543,0.15715249619161772,0.14424072342261124,0.1372688295047571,-1.7095648160407326,-1.8370646327480222,175.0034039459995,47.50009233645308,50.104127764369295,47.95338269612005,63.25277381700958,0.7744528026246902,0.38538027093714183,0.2925426977744691,0.1987092069349828,0.1405955187220984,0.28737916275860675,-0.10713433719433675,0.07822310964169674,1,0.6643538275703771,0.6016543136000055,0.6501474910033617,0.7182320311397892,0.6884958147187711,0.4303761189535069,14.124978337326322,12.583491165498438,12.149923763588022,23.527373103604162,163.23239376086505,0.2674802541732788,0.5156790018081665,0.5060791373252869,0.7663991451263428,0.6884958147187711,0.12437007487913465,0.16118765153469375,0.1597806022821684,-1.5214454216423297,-1.33623120598351,171.24127872920425,16.901246465902695,24.343987734450877,21.029814552108142,32.653054802877044,0.8960057279412902,0.31370267846059635,0.2327923597029399,0.10936160626119464,0.156170068596717,0.3348509234130587,-0.19523685227888266,0.0849910026999739
